id,label,volume,number,date,pages
nla.obj-124654480,,,1,1880-01-31,8
nla.obj-188284455,,,2,1880-02-07,8
nla.obj-188537163,,,3,1880-02-14,8
nla.obj-125527104,,,4,1880-02-21,8
nla.obj-201081027,,,5,1880-02-28,8
nla.obj-125534622,,,6,1880-03-06,8
nla.obj-201334002,,,7,1880-03-13,8
nla.obj-125535846,,,8,1880-03-20,8
nla.obj-201347662,,,9,1880-03-27,8
nla.obj-125537405,,,10,1880-04-03,8
nla.obj-201352807,,,11,1880-04-10,8
nla.obj-125539523,,,12,1880-04-17,8
nla.obj-186292019,,,13,1880-04-24,8
nla.obj-125539812,,2,14,1880-05-01,8
nla.obj-125541996,,2,15,1880-05-08,8
nla.obj-125542902,,2,16,1880-05-15,8
nla.obj-201374109,,2,17,1880-05-22,8
nla.obj-125569437,,2,18,1880-05-29,12
nla.obj-125586911,,2,19,1880-06-05,12
nla.obj-125604005,,2,20,1880-06-12,12
nla.obj-127616310,,2,21,1880-06-19,12
nla.obj-201397257,,2,22,1880-06-26,12
nla.obj-242158627,,2,23,1880-07-03,12
nla.obj-68379827,,2,24,1880-07-10,16
nla.obj-79812988,,2,25,1880-07-17,12
nla.obj-79851608,,2,26,1880-07-24,12
nla.obj-79833688,,3,27,1880-07-31,12
nla.obj-127616411,,3,28,1880-08-07,16
nla.obj-127618323,,3,29,1880-08-14,16
nla.obj-201414516,,3,30,1880-08-21,16
nla.obj-127621071,,3,31,1880-08-28,16
nla.obj-79866818,,3,32,1880-09-04,16
nla.obj-242204468,,3,33,1880-09-11,16
nla.obj-242208549,,3,34,1880-09-18,16
nla.obj-242211336,,3,35,1880-09-25,16
nla.obj-204414888,,3,36,1880-10-02,16
nla.obj-127622376,,3,37,1880-10-09,16
nla.obj-242213994,,3,38,1880-10-16,16
nla.obj-242221417,,3,39,1880-10-23,16
nla.obj-127624573,,4,40,1880-10-30,16
nla.obj-127626657,,4,41,1880-11-06,16
nla.obj-242222932,,4,42,1880-11-13,16
nla.obj-242229226,,4,43,1880-11-20,16
nla.obj-242235949,,4,44,1880-11-27,16
nla.obj-242242684,,4,45,1880-12-04,16
nla.obj-242246068,,4,46,1880-12-11,16
nla.obj-127630095,,4,47,1880-12-18,16
nla.obj-204461471,,4,48,1880-12-25,16
nla.obj-127632647,,4,49,1881-01-01,16
nla.obj-127633292,,4,50,1881-01-08,16
nla.obj-127634679,,4,51,1881-01-15,16
nla.obj-128328977,,4,52,1881-01-22,16
nla.obj-128329114,,5,53,1881-01-29,16
nla.obj-128330549,,5,54,1881-02-05,16
nla.obj-128333258,,5,55,1881-02-12,16
nla.obj-128334600,,5,56,1881-02-19,16
nla.obj-128337632,,5,57,1881-02-26,16
nla.obj-128341077,,5,58,1881-03-05,16
nla.obj-128342637,,5,59,1881-03-12,16
nla.obj-128344287,,5,60,1881-03-19,16
nla.obj-128346623,,5,61,1881-03-26,16
nla.obj-130151897,,5,62,1881-04-02,16
nla.obj-130173216,,5,63,1881-04-09,16
nla.obj-132942969,,5,64,1881-04-16,16
nla.obj-132943100,,5,65,1881-04-23,16
nla.obj-132945489,,6,66,1881-04-30,16
nla.obj-132948968,,6,67,1881-05-07,16
nla.obj-132949783,,6,68,1881-05-14,16
nla.obj-132954481,,6,69,1881-05-21,16
nla.obj-132954548,,6,70,1881-05-28,16
nla.obj-132956583,,6,71,1881-06-04,16
nla.obj-132962025,,6,72,1881-06-11,16
nla.obj-132962387,,6,73,1881-06-18,16
nla.obj-132963076,,6,74,1881-06-25,16
nla.obj-132967421,,6,75,1881-07-02,16
nla.obj-132969462,,6,76,1881-07-09,16
nla.obj-132969801,,6,77,1881-07-16,16
nla.obj-132978023,,6,78,1881-07-23,16
nla.obj-132984198,,7,79,1881-07-30,16
nla.obj-132985919,,7,80,1881-08-06,16
nla.obj-132986805,,7,81,1881-08-13,16
nla.obj-132989378,,7,82,1881-08-20,16
nla.obj-132992390,,7,83,1881-08-27,16
nla.obj-134048487,,7,84,1881-09-03,16
nla.obj-134055860,,7,85,1881-09-10,16
nla.obj-134061700,,7,86,1881-09-17,16
nla.obj-134064853,,7,87,1881-09-24,16
nla.obj-134068875,,7,88,1881-10-01,16
nla.obj-134069707,,7,89,1881-10-08,16
nla.obj-134071527,,7,90,1881-10-15,16
nla.obj-134095543,,7,91,1881-10-22,16
nla.obj-134095928,,8,92,1881-10-29,16
nla.obj-134096293,,8,93,1881-11-05,16
nla.obj-134974645,,8,94,1881-11-12,16
nla.obj-134979160,,8,95,1881-11-19,16
nla.obj-134988288,,8,96,1881-11-26,16
nla.obj-134991474,,8,97,1881-12-03,16
nla.obj-134993667,,8,98,1881-12-10,16
nla.obj-134994004,,8,99,1881-12-17,16
nla.obj-134996029,,8,100,1881-12-24,16
nla.obj-134999585,,8,101,1881-12-31,16
nla.obj-205195544,,8,102,1882-01-07,16
nla.obj-135016043,,8,103,1882-01-14,16
nla.obj-135017696,,8,104,1882-01-21,24
nla.obj-186295652,,9,105,1882-01-28,16
nla.obj-191506022,,9,106,1882-02-04,16
nla.obj-191533922,,9,107,1882-02-11,16
nla.obj-191558483,,9,108,1882-02-18,16
nla.obj-191562318,,9,109,1882-02-25,16
nla.obj-191575709,,9,110,1882-03-04,16
nla.obj-191610928,,9,111,1882-03-11,24
nla.obj-191613215,,9,112,1882-03-18,24
nla.obj-198881741,,9,113,1882-03-25,16
nla.obj-198896998,,9,114,1882-04-01,16
nla.obj-198913066,,9,115,1882-04-08,16
nla.obj-211023852,,9,116,1882-04-15,16
nla.obj-211024789,,9,117,1882-04-22,16
nla.obj-211036215,,9,118,1882-04-29,16
nla.obj-211047053,,9,119,1882-05-06,16
nla.obj-211152271,,9,120,1882-05-13,16
nla.obj-211155352,,9,121,1882-05-20,16
nla.obj-211159691,,9,122,1882-05-27,16
nla.obj-211543605,,9,123,1882-06-03,16
nla.obj-211544166,,9,124,1882-06-10,16
nla.obj-236968087,,9,125,1882-06-17,16
nla.obj-236971516,,9,126,1882-06-24,16
nla.obj-237255341,,10,127,1882-07-01,16
nla.obj-237271933,,10,128,1882-07-08,24
nla.obj-237276574,,10,129,1882-07-15,16
nla.obj-237279996,,10,130,1882-07-22,16
nla.obj-237284283,,10,131,1882-07-29,16
nla.obj-205211257,,11,132,1882-08-05,16
nla.obj-237284863,,11,133,1882-08-12,16
nla.obj-237292465,,11,134,1882-08-19,16
nla.obj-237295049,,11,135,1882-08-26,16
nla.obj-237299010,,11,136,1882-09-02,18
nla.obj-237302805,,11,137,1882-09-09,16
nla.obj-237462825,,11,138,1882-09-16,16
nla.obj-237330471,,11,139,1882-09-23,18
nla.obj-237337210,,11,140,1882-09-30,16
nla.obj-237341315,,11,141,1882-10-07,20
nla.obj-237353871,,11,142,1882-10-14,16
nla.obj-237430539,,11,143,1882-10-21,16
nla.obj-237805579,,11,144,1882-10-28,16
nla.obj-205232532,,11,145,1882-11-04,16
nla.obj-237805642,,11,146,1882-11-11,20
nla.obj-237806521,,11,147,1882-11-18,16
nla.obj-237809372,,11,148,1882-11-25,16
nla.obj-237813114,,11,149,1882-12-02,20
nla.obj-237814884,,11,150,1882-12-09,16
nla.obj-237816958,,11,151,1882-12-16,16
nla.obj-237820450,,11,152,1882-12-23,17
nla.obj-237822168,,11,153,1882-12-30,16
nla.obj-237823935,,12,154,1883-01-06,16
nla.obj-236188298,,12,155,1883-01-13,14
nla.obj-237828946,,12,156,1883-01-20,16
nla.obj-238001130,,12,157,1883-01-27,14
nla.obj-237852330,,12,158,1883-02-03,16
nla.obj-237864860,,12,159,1883-02-10,16
nla.obj-237856136,,12,160,1883-02-17,16
nla.obj-237859177,,12,161,1883-02-24,16
nla.obj-237862563,,12,162,1883-03-03,16
nla.obj-237884472,,12,163,1883-03-10,16
nla.obj-237888712,,12,164,1883-03-17,16
nla.obj-238156901,,12,165,1883-03-24,16
nla.obj-238157010,,12,166,1883-03-31,16
nla.obj-238158576,,12,167,1883-04-07,16
nla.obj-238165660,,12,168,1883-04-14,16
nla.obj-238171680,,12,169,1883-04-21,16
nla.obj-238175262,,12,170,1883-04-28,16
nla.obj-238181014,,12,171,1883-05-05,16
nla.obj-243311026,,12,172,1883-05-12,16
nla.obj-187350607,,1,1,1883-05-19,24
nla.obj-238084712,,1,2,1883-05-26,24
nla.obj-238091837,,1,3,1883-06-02,24
nla.obj-238113346,,1,4,1883-06-09,24
nla.obj-238188519,,1,5,1883-06-16,24
nla.obj-238189366,,1,6,1883-06-23,24
nla.obj-238192136,,1,7,1883-06-30,24
nla.obj-238194434,,1,8,1883-07-07,24
nla.obj-238198115,,1,9,1883-07-14,20
nla.obj-238200517,,1,10,1883-07-21,20
nla.obj-238211666,,1,11,1883-07-28,20
nla.obj-238218329,,1,12,1883-08-04,20
nla.obj-238360649,,1,13,1883-08-11,24
nla.obj-238221081,,1,14,1883-08-18,24
nla.obj-238280298,,1,15,1883-08-25,26
nla.obj-238283915,,1,16,1883-09-01,24
nla.obj-238287405,,1,17,1883-09-08,24
nla.obj-238330168,,1,18,1883-09-15,20
nla.obj-238290586,,1,19,1883-09-22,26
nla.obj-238332628,,1,20,1883-09-29,24
nla.obj-238293082,,1,21,1883-10-06,24
nla.obj-238295830,,1,22,1883-10-13,26
nla.obj-238299737,,1,23,1883-10-20,24
nla.obj-238302637,,1,24,1883-10-27,26
nla.obj-238306278,,1,25,1883-11-03,24
nla.obj-238309459,,1,26,1883-11-10,24
nla.obj-238312724,,1,27,1883-11-17,24
nla.obj-238353546,,1,28,1883-11-24,24
nla.obj-238317950,,1,29,1883-12-01,24
nla.obj-238323849,,1,30,1883-12-08,20
nla.obj-238327453,,1,31,1883-12-15,20
nla.obj-238361965,,1,32,1883-12-22,32
nla.obj-238356872,,1,33,1883-12-29,16
nla.obj-238366440,,1,34,1884-01-05,24
nla.obj-238369320,,1,35,1884-01-12,20
nla.obj-238376091,,1,36,1884-01-19,24
nla.obj-238404718,,1,37,1884-01-26,24
nla.obj-238406867,,1,38,1884-02-02,24
nla.obj-258577347,,1,39,1884-02-09,24
nla.obj-238423893,,1,40,1884-02-16,24
nla.obj-238447725,,1,41,1884-02-23,24
nla.obj-238449404,,1,42,1884-03-01,24
nla.obj-238452083,,1,43,1884-03-08,24
nla.obj-238465559,,1,44,1884-03-15,24
nla.obj-238468911,,1,45,1884-03-22,24
nla.obj-238495384,,1,46,1884-03-29,24
nla.obj-238499672,,1,47,1884-04-05,24
nla.obj-238504030,,1,48,1884-04-12,24
nla.obj-238509543,,1,49,1884-04-19,24
nla.obj-238513739,,1,50,1884-04-26,24
nla.obj-239416579,,1,51,1884-05-03,24
nla.obj-239417927,,1,52,1884-05-10,24
nla.obj-239420129,,1,53,1884-05-17,24
nla.obj-239422076,,2,54,1884-05-24,24
nla.obj-239426478,,2,55,1884-05-31,26
nla.obj-239428448,,2,56,1884-06-07,24
nla.obj-239431316,,2,57,1884-06-14,24
nla.obj-239849154,,2,58,1884-06-22,24
nla.obj-239435988,,2,59,1884-06-28,24
nla.obj-239436055,,2,60,1884-07-05,24
nla.obj-239438693,,2,61,1884-07-12,24
nla.obj-239441135,,2,62,1884-07-19,24
nla.obj-239443878,,2,63,1884-07-26,24
nla.obj-239446916,,2,64,1884-08-02,24
nla.obj-239449371,,2,65,1884-08-09,24
nla.obj-239454416,,2,66,1884-08-16,24
nla.obj-239455897,,2,67,1884-08-23,24
nla.obj-239457976,,2,68,1884-08-30,24
nla.obj-239459748,,2,69,1884-09-06,24
nla.obj-239464629,,2,70,1884-09-13,24
nla.obj-239471644,,2,71,1884-09-20,24
nla.obj-239473410,,2,72,1884-09-27,24
nla.obj-239476353,,2,73,1884-10-04,24
nla.obj-239482476,,2,74,1884-10-11,24
nla.obj-239485732,,2,75,1884-10-18,24
nla.obj-239488215,,2,76,1884-10-25,24
nla.obj-239490150,,2,77,1884-11-01,24
nla.obj-239492170,,2,78,1884-11-08,24
nla.obj-239495958,,2,79,1884-11-15,24
nla.obj-239501286,,2,80,1884-11-22,24
nla.obj-239501999,,2,81,1884-11-29,24
nla.obj-239503891,,2,82,1884-12-06,24
nla.obj-239507578,,2,83,1884-12-13,20
nla.obj-239509754,,2,84,1884-12-20,24
nla.obj-239513074,,2,85,1884-12-27,28
nla.obj-239515294,,2,86,1885-01-03,20
nla.obj-239517920,,2,87,1885-01-10,20
nla.obj-239521091,,2,88,1885-01-17,20
nla.obj-239526214,,2,89,1885-01-24,20
nla.obj-239528089,,2,90,1885-01-31,20
nla.obj-239530879,,2,91,1885-02-07,20
nla.obj-239533350,,2,92,1885-02-14,20
nla.obj-239535724,,2,93,1885-02-21,20
nla.obj-239538193,,2,94,1885-02-28,20
nla.obj-239541235,,2,95,1885-03-07,20
nla.obj-239544995,,2,96,1885-03-14,20
nla.obj-239548647,,2,97,1885-03-21,20
nla.obj-239551862,,2,98,1885-03-28,20
nla.obj-239570801,,2,99,1885-04-04,20
nla.obj-239571714,,2,100,1885-04-11,20
nla.obj-239575413,,2,101,1885-04-18,20
nla.obj-239579670,,2,102,1885-04-25,20
nla.obj-239592830,,2,103,1885-05-02,22
nla.obj-239582651,,2,104,1885-05-09,20
nla.obj-239585189,,3,105,1885-05-16,20
nla.obj-239587952,,3,106,1885-05-23,20
nla.obj-239594496,,3,107,1885-05-30,20
nla.obj-239600032,,3,108,1885-06-06,24
nla.obj-239606295,,3,109,1885-06-13,20
nla.obj-239680373,,3,110,1885-06-20,20
nla.obj-239681721,,3,111,1885-06-27,24
nla.obj-239683904,,3,112,1885-07-04,20
nla.obj-239846500,,3,113,1885-07-11,22
nla.obj-239686885,,3,114,1885-07-18,20
nla.obj-239689366,,3,115,1885-07-25,20
nla.obj-239692480,,3,116,1885-08-01,20
nla.obj-239694833,,3,117,1885-08-08,20
nla.obj-239698023,,3,118,1885-08-15,24
nla.obj-239700142,,3,119,1885-08-22,20
nla.obj-239702625,,3,120,1885-08-29,20
nla.obj-239706222,,3,121,1885-09-05,24
nla.obj-239708783,,3,122,1885-09-12,20
nla.obj-239710678,,3,123,1885-09-19,20
nla.obj-239715300,,3,124,1885-09-26,24
nla.obj-239717051,,3,125,1885-10-03,20
nla.obj-239719045,,3,126,1885-10-10,24
nla.obj-239721958,,3,127,1885-10-17,20
nla.obj-239727797,,3,128,1885-10-24,20
nla.obj-239730392,,3,129,1885-10-31,24
nla.obj-239746124,,3,130,1885-11-07,20
nla.obj-239748339,,3,131,1885-11-14,20
nla.obj-239759702,,3,132,1885-11-21,20
nla.obj-239761519,,3,133,1885-11-28,20
nla.obj-239801104,,3,134,1885-12-05,22
nla.obj-239819665,,3,135,1885-12-12,20
nla.obj-239837258,,3,136,1885-12-19,20
nla.obj-239840659,,3,137,1885-12-26,20
nla.obj-563185113,,3,138,1886-01-02,24
nla.obj-507802451,,3,139,1886-01-09,24
nla.obj-507802472,,3,140,1886-01-16,24
nla.obj-513271046,,3,141,1886-01-23,24
nla.obj-507802495,,3,142,1886-01-30,24
nla.obj-507802519,,3,143,1886-02-06,24
nla.obj-507802535,,3,144,1886-02-13,24
nla.obj-507802556,,3,145,1886-02-20,24
nla.obj-507802570,,3,146,1886-02-27,24
nla.obj-507802597,,3,147,1886-03-06,24
nla.obj-507802610,,3,148,1886-03-13,22
nla.obj-507802632,,3,149,1886-03-20,22
nla.obj-507830689,,3,150,1886-03-27,22
nla.obj-507830703,,3,151,1886-04-03,22
nla.obj-513306554,,3,152,1886-04-10,22
nla.obj-507830727,,3,153,1886-04-17,22
nla.obj-507830742,,3,154,1886-04-24,22
nla.obj-513323856,,3,155,1886-05-01,22
nla.obj-507830769,,3,156,1886-05-08,22
nla.obj-507830788,,4,157,1886-05-15,22
nla.obj-513330531,,4,158,1886-05-22,22
nla.obj-507830809,,4,159,1886-05-29,22
nla.obj-513398234,,4,160,1886-06-05,22
nla.obj-513399248,,4,161,1886-06-12,22
nla.obj-507830823,,4,162,1886-06-19,24
nla.obj-507830846,,4,163,1886-06-26,24
nla.obj-507830867,,4,164,1886-07-03,24
nla.obj-507862251,,4,165,1886-07-10,24
nla.obj-507862272,,4,166,1886-07-17,24
nla.obj-507862295,,4,167,1886-07-24,26
nla.obj-507862310,,4,168,1886-07-31,24
nla.obj-507862332,,4,169,1886-08-07,26
nla.obj-507862355,,4,170,1886-08-14,24
nla.obj-507862378,,4,171,1886-08-21,24
nla.obj-507862393,,4,172,1886-08-28,24
nla.obj-507862411,,7,344,1886-09-04,24
nla.obj-507862433,,7,345,1886-09-11,20
nla.obj-507886099,,7,346,1886-09-18,20
nla.obj-507886214,,7,347,1886-09-25,24
nla.obj-507886238,,7,348,1886-10-02,20
nla.obj-507886393,,7,349,1886-10-09,20
nla.obj-507886433,,7,350,1886-10-16,20
nla.obj-507886454,,7,351,1886-10-23,20
nla.obj-507886574,,7,352,1886-10-30,20
nla.obj-507886719,,7,353,1886-11-06,20
nla.obj-507886815,,7,354,1886-11-13,20
nla.obj-513404058,,7,355,1886-11-20,20
nla.obj-507886853,,7,356,1886-11-27,20
nla.obj-507985892,,7,357,1886-12-04,22
nla.obj-507985916,,7,358,1886-12-11,20
nla.obj-507985934,,7,359,1886-12-18,20
nla.obj-560456467,BULLETIN EXTRAORDINARY,,,1886-12-24,4
nla.obj-693307821,CHRISTMAS NUMBER OF THE BULLETIN,7,0360,1886-12-25,30
nla.obj-692523992,,7,0361,1887-01-01,16
nla.obj-692528010,,7,0361,1887-01-01,18
nla.obj-692537737,,7,0362,1887-01-08,16
nla.obj-692541150,,7,0362,1887-01-08,14
nla.obj-692543895,,7,0363,1887-01-15,16
nla.obj-692544124,,7,0363,1887-01-15,16
nla.obj-692548751,,7,0364,1887-01-22,16
nla.obj-692561108,,7,0364,1887-01-22,16
nla.obj-694067297,,7,0365,1887-01-29,20
nla.obj-692611701,,7,0366,1887-02-05,20
nla.obj-692612324,,7,0367,1887-02-12,20
nla.obj-692622883,,7,0368,1887-02-19,20
nla.obj-692625411,,7,0369,1887-02-26,20
nla.obj-743674156,,7,0370,1887-03-05,20
nla.obj-692640770,,7,0371,1887-03-12,20
nla.obj-692650643,,7,0372,1887-03-19,20
nla.obj-692677413,,7,0373,1887-03-26,20
nla.obj-693514410,,7,0374,1887-04-02,20
nla.obj-692684339,,7,0375,1887-04-09,16
nla.obj-692692800,,7,0376,1887-04-16,16
nla.obj-693486521,,7,0377,1887-04-23,16
nla.obj-693495254,,7,0378,1887-04-30,16
nla.obj-693497415,,7,0379,1887-05-07,16
nla.obj-693516598,,7,0380,1887-05-14,20
nla.obj-693499802,,7,0381,1887-05-21,16
nla.obj-748014039,,7,0382,1887-05-28,16
nla.obj-693502424,,7,0383,1887-06-04,20
nla.obj-693519960,,7,0384,1887-06-11,20
nla.obj-693511695,Jubilee Bulletin,7,0385,1887-06-18,16
nla.obj-693527453,,7,0386,1887-06-25,20
nla.obj-693332894,,8,0387,1887-07-02,20
nla.obj-508985931,,8,388,1887-07-09,20
nla.obj-507985950,,8,389,1887-07-16,20
nla.obj-507985975,,8,390,1887-07-23,20
nla.obj-507985991,,8,391,1887-07-30,20
nla.obj-507986010,,8,392,1887-08-06,20
nla.obj-691843746,,8,0393,1887-08-13,20
nla.obj-507986032,,8,394,1887-08-20,20
nla.obj-513408132,,8,395,1887-08-27,20
nla.obj-507986055,,8,396,1887-09-03,20
nla.obj-513450842,,8,397,1887-09-10,20
nla.obj-513463884,,8,398,1887-09-17,20
nla.obj-507986078,,8,399,1887-09-24,20
nla.obj-507986093,,8,400,1887-10-01,20
nla.obj-507994469,,8,401,1887-10-08,20
nla.obj-513494077,,8,402,1887-10-15,20
nla.obj-513517761,,8,403,1887-10-22,20
nla.obj-513697876,,8,404,1887-10-29,20
nla.obj-507994531,,8,405,1887-11-05,20
nla.obj-507994614,,8,406,1887-11-12,20
nla.obj-507994651,,8,407,1887-11-19,20
nla.obj-513705552,,8,408,1887-11-26,20
nla.obj-507994672,,8,409,1887-12-03,20
nla.obj-691843860,,8,0410,1887-12-10,20
nla.obj-507994695,,8,411,1887-12-17,20
nla.obj-507994760,CHRISTMAS NUMBER OF THE BULLETIN,8,412,1887-12-24,32
nla.obj-539787667,,8,413,1887-12-31,20
nla.obj-507994840,,8,414,1888-01-07,20
nla.obj-507994887,,8,415,1888-01-14,20
nla.obj-507994904,,8,416,1888-01-21,28
nla.obj-508016678,,8,417,1888-01-28,20
nla.obj-508016717,,8,418,1888-02-04,20
nla.obj-508016730,,9,419,1888-02-11,20
nla.obj-508016803,,9,420,1888-02-18,20
nla.obj-508016827,,9,421,1888-02-25,20
nla.obj-508016869,,9,422,1888-03-03,20
nla.obj-513715084,,9,423,1888-03-10,20
nla.obj-508016928,,9,424,1888-03-17,20
nla.obj-539834388,,9,425,1888-03-24,20
nla.obj-706788123,,9,0426,1888-03-31,20
nla.obj-508016966,,9,427,1888-04-07,20
nla.obj-706788911,,9,0428,1888-04-14,24
nla.obj-508016989,,9,429,1888-04-21,20
nla.obj-508017000,,9,430,1888-04-28,20
nla.obj-508077968,,9,431,1888-05-05,20
nla.obj-706795260,,9,0432,1888-05-12,20
nla.obj-508077984,,9,433,1888-05-19,20
nla.obj-706795599,,9,0434,1888-05-26,20
nla.obj-706801446,,9,0435,1888-06-02,20
nla.obj-509303955,,9,436,1888-06-09,20
nla.obj-508078009,,9,437,1888-06-16,20
nla.obj-539913089,,9,438,1888-06-23,20
nla.obj-688501140,,9,0439,1888-06-30,20
nla.obj-688502504,,9,0440,1888-07-07,20
nla.obj-508078051,,9,441,1888-07-14,20
nla.obj-706850852,,9,0442,1888-07-21,20
nla.obj-508078072,,9,443,1888-07-28,20
nla.obj-508078095,,9,444,1888-08-04,20
nla.obj-508078115,,9,445,1888-08-11,20
nla.obj-508078131,,9,446,1888-08-18,20
nla.obj-508078233,,9,447,1888-08-25,20
nla.obj-508078211,,9,447,1888-09-01,20
nla.obj-508118037,,9,448,1888-09-08,20
nla.obj-508118059,,9,449,1888-09-15,20
nla.obj-688506904,,9,0450,1888-09-22,20
nla.obj-508118076,,9,451,1888-09-29,22
nla.obj-706851190,,9,0452,1888-10-06,24
nla.obj-508118092,,9,453,1888-10-13,20
nla.obj-508118117,,9,454,1888-10-20,20
nla.obj-688510254,,9,0455,1888-10-27,22
nla.obj-539838820,,9,456,1888-11-03,20
nla.obj-508118130,,9,457,1888-11-10,22
nla.obj-508118158,,9,458,1888-11-17,20
nla.obj-508118174,,9,459,1888-11-24,20
nla.obj-508118196,,9,460,1888-12-01,20
nla.obj-508118210,,9,460,1888-12-08,20
nla.obj-688512329,,9,0461,1888-12-15,20
nla.obj-735913089,,9,0462,1888-12-22,40
nla.obj-515937228,,9,463,1888-12-29,18
nla.obj-488915190,,9,464,1889-01-05,20
nla.obj-442531068,,9,465,1889-01-12,20
nla.obj-442544434,,9,466,1889-01-19,20
nla.obj-488916974,,9,467,1889-01-26,21
nla.obj-442505893,,10,468,1889-02-02,20
nla.obj-442505970,,10,470,1889-02-06,20
nla.obj-488920623,,10,469,1889-02-09,22
nla.obj-442505997,,10,471,1889-02-23,20
nla.obj-442506035,,10,472,1889-03-02,20
nla.obj-442506056,,10,473,1889-03-09,22
nla.obj-442506121,,10,474,1889-03-16,22
nla.obj-442506202,,10,475,1889-03-23,22
nla.obj-442506244,,10,476,1889-03-30,22
nla.obj-442506266,,10,477,1889-04-06,22
nla.obj-442506336,,10,478,1889-04-13,22
nla.obj-442506357,,10,479,1889-04-20,22
nla.obj-442506432,,10,480,1889-04-27,20
nla.obj-442640513,,10,481,1889-05-04,22
nla.obj-442640592,,10,482,1889-05-11,22
nla.obj-442640631,,10,483,1889-05-18,22
nla.obj-442640703,,10,484,1889-05-25,22
nla.obj-442640809,,10,485,1889-06-01,22
nla.obj-442640872,,10,486,1889-06-08,22
nla.obj-442640978,,10,487,1889-06-15,22
nla.obj-442641044,,10,488,1889-06-22,22
nla.obj-442641122,,10,489,1889-06-29,22
nla.obj-442641165,,10,490,1889-07-06,22
nla.obj-442754090,,10,491,1889-07-13,22
nla.obj-442754111,,10,492,1889-07-20,22
nla.obj-442754187,,10,493,1889-07-27,22
nla.obj-442754201,,10,494,1889-08-03,22
nla.obj-442754225,,10,495,1889-08-10,22
nla.obj-442754367,,10,496,1889-08-17,22
nla.obj-442754380,,10,497,1889-08-24,22
nla.obj-442754405,,10,498,1889-08-31,24
nla.obj-442754483,,10,499,1889-09-07,24
nla.obj-442754507,,10,500,1889-09-14,24
nla.obj-443468096,,10,501,1889-09-21,24
nla.obj-443468118,,10,502,1889-09-28,22
nla.obj-443468139,,10,503,1889-10-05,22
nla.obj-443468152,,10,504,1889-10-12,22
nla.obj-443468171,,10,505,1889-10-19,22
nla.obj-443468194,,10,506,1889-10-26,24
nla.obj-443468219,,10,507,1889-11-02,22
nla.obj-443468235,,10,508,1889-11-09,22
nla.obj-443468256,,10,509,1889-11-16,22
nla.obj-443468270,,10,510,1889-11-23,22
nla.obj-443507781,,10,511,1889-11-30,22
nla.obj-443507853,,10,512,1889-12-07,22
nla.obj-443507877,,10,513,1889-12-14,22
nla.obj-488923924,CHRISTMAS NUMBER OF THE BULLETIN,10,514,1889-12-21,48
nla.obj-443507976,,10,515,1889-12-28,22
nla.obj-443507992,,10,516,1890-01-04,22
nla.obj-443508014,,10,517,1890-01-11,22
nla.obj-443508080,,10,518,1890-01-18,22
nla.obj-443508166,,10,519,1890-01-25,22
nla.obj-488924545,,11,520,1890-02-01,24
nla.obj-488925214,,11,521,1890-02-08,24
nla.obj-443508206,,11,522,1890-02-15,24
nla.obj-443508222,,11,523,1890-02-22,24
nla.obj-443548771,,11,524,1890-03-01,24
nla.obj-443548794,,11,525,1890-03-08,24
nla.obj-443548833,,11,526,1890-03-15,24
nla.obj-443548854,,11,527,1890-03-22,24
nla.obj-443548879,,11,528,1890-03-29,24
nla.obj-443548948,,11,529,1890-04-05,24
nla.obj-443548973,,11,530,1890-04-12,28
nla.obj-443549074,,11,531,1890-04-19,24
nla.obj-443549096,,11,532,1890-04-26,24
nla.obj-443670063,,11,533,1890-05-03,26
nla.obj-443670139,,11,534,1890-05-10,26
nla.obj-443670219,,11,535,1890-05-17,26
nla.obj-443670256,,11,536,1890-05-24,26
nla.obj-443670270,,11,537,1890-05-31,26
nla.obj-443670354,,11,538,1890-06-07,26
nla.obj-443670379,,11,539,1890-06-14,26
nla.obj-443670457,,11,540,1890-06-21,28
nla.obj-450779064,,11,541,1890-06-28,26
nla.obj-450779135,,11,542,1890-07-05,26
nla.obj-450779216,,11,543,1890-07-12,26
nla.obj-450779234,,11,544,1890-07-19,26
nla.obj-450779275,,11,545,1890-07-26,26
nla.obj-450779291,,11,546,1890-08-02,28
nla.obj-450779313,,11,547,1890-08-09,28
nla.obj-488929383,,11,548,1890-08-16,28
nla.obj-450779384,,11,549,1890-08-23,28
nla.obj-450779402,,11,550,1890-08-30,28
nla.obj-448190940,,11,551,1890-09-06,28
nla.obj-448190965,,11,552,1890-09-13,28
nla.obj-448190987,,11,553,1890-09-20,28
nla.obj-448191008,,11,554,1890-09-27,28
nla.obj-448191024,,11,555,1890-10-04,28
nla.obj-448191043,,11,556,1890-10-11,28
nla.obj-448191062,,11,557,1890-10-18,28
nla.obj-448191081,,11,558,1890-10-25,28
nla.obj-448191100,,11,559,1890-11-01,28
nla.obj-448191121,,11,560,1890-11-08,28
nla.obj-448538534,,11,561,1890-11-15,28
nla.obj-448538575,,11,562,1890-11-22,26
nla.obj-448538640,,11,563,1890-11-29,26
nla.obj-448538746,,11,564,1890-12-06,26
nla.obj-448538818,,11,565,1890-12-13,26
nla.obj-488939598,CHRISTMAS NUMBER OF THE BULLETIN,11,566,1890-12-20,48
nla.obj-448538949,,11,567,1890-12-27,28
nla.obj-501081454,,11,568,1891-01-03,24
